RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Alexander Volkanovski,Jose Aldo,0,0,95,29,0,0,0,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Alexander Volkanovski,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Laureano Staropoli,Thiago Alves,0,0,54,58,1,1,0,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Laureano Staropoli,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Bethe Correia,Irene Aldana,0,0,81,83,0,0,0,1,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Irene Aldana,SUBArmbar,SUBArmbar,3,3:24,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Rogerio Nogueira,Ryan Spann,0,1,6,13,0,1,0,1,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Ryan Spann,KO/TKOPunch,KO/TKOPunch,1,2:07,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Kurt Holobaugh,Thiago Moises,0,0,39,66,2,4,0,1,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Thiago Moises,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Warlley Alves,Sergio Moraes,1,0,72,20,0,0,0,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Warlley Alves,KO/TKOPunch,KO/TKOPunch,3,4:13,Welterweight,0.0,0.0,1.0,0.0,0.0
Clay Guida,BJ Penn,0,0,80,64,1,0,0,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Clay Guida,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Luana Carolina,Priscila Cachoeira,1,0,111,69,0,0,3,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Luana Carolina,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Raoni Barcelos,Carlos Huachin,1,0,59,20,0,0,1,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Raoni Barcelos,KO/TKOElbows,KO/TKOElbows,2,4:49,Bantamweight,0.0,0.0,0.0,0.0,0.0
Viviane Araujo,Talita Bernardo,1,0,61,46,3,0,0,0,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Viviane Araujo,KO/TKOPunch,KO/TKOPunch,3,0:48,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Al Iaquinta,Donald Cerrone,0,2,90,138,0,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Donald Cerrone,U-DEC,U-DEC,5,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Elias Theodorou,Derek Brunson,0,0,65,56,0,4,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Derek Brunson,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Cub Swanson,Shane Burgos,0,0,129,134,0,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Shane Burgos,S-DEC,S-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Brad Katona,Merab Dvalishvili,0,0,32,55,0,5,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Merab Dvalishvili,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Walt Harris,Serghei Spivac,1,0,17,1,0,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Walt Harris,KO/TKOKnees,KO/TKOKnees,1,0:50,Heavyweight,0.0,0.0,1.0,0.0,0.0
Marc-Andre Barriault,Andrew Sanchez,0,0,69,72,0,2,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Andrew Sanchez,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Macy Chiasson,Sarah Moras,0,0,43,9,0,1,0,1,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Macy Chiasson,KO/TKOPunches,KO/TKOPunches,2,2:22,Women's Bantamweight,0.0,0.0,1.0,0.0,0.0
Aiemann Zahabi,Vince Morales,0,0,28,59,1,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Vince Morales,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Kyle Prepolec,Nordine Taleb,0,0,52,90,0,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Nordine Taleb,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Kyle Nelson,Matt Sayles,0,0,26,75,2,0,4,1,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Matt Sayles,SUBArm,SUBArm Triangle,3,3:16,Featherweight,0.0,0.0,0.0,0.0,0.0
Arjan Bhullar,Juan Adams,0,0,41,81,2,0,0,0,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Arjan Bhullar,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Cole Smith,Mitch Gagnon,0,1,38,15,2,0,2,2,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",WIN,Cole Smith,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jacare Souza,Jack Hermansson,0,0,90,148,0,3,0,1,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Jack Hermansson,U-DEC,U-DEC,5,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Greg Hardy,Dmitrii Smoliakov,0,0,14,1,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Greg Hardy,KO/TKOPunches,KO/TKOPunches,1,2:15,Heavyweight,0.0,0.0,0.0,0.0,0.0
Alex Oliveira,Mike Perry,0,0,48,65,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Mike Perry,U-DEC,U-DEC,3,5:00,Welterweight,0.0,1.0,0.0,0.0,0.0
Ion Cutelaba,Glover Teixeira,0,0,74,30,0,0,0,1,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Glover Teixeira,SUBRear,SUBRear Naked Choke,2,3:37,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Cory Sandhagen,John Lineker,0,0,120,106,2,1,0,1,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Cory Sandhagen,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Roosevelt Roberts,Thomas Gifford,0,0,53,30,2,1,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Roosevelt Roberts,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Takashi Sato,Ben Saunders,1,0,28,46,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Takashi Sato,KO/TKOElbows,KO/TKOElbows,2,1:18,Welterweight,0.0,0.0,0.0,0.0,0.0
Augusto Sakai,Andrei Arlovski,0,0,42,75,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Augusto Sakai,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Virna Jandiroba,Carla Esparza,0,0,17,25,3,4,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Carla Esparza,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Gilbert Burns,Mike Davis,0,0,49,13,3,0,1,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Gilbert Burns,SUBRear,SUBRear Naked Choke,2,4:15,Lightweight,0.0,0.0,0.0,0.0,0.0
Jim Miller,Jason Gonzalez,0,0,6,10,2,0,1,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Jim Miller,SUBRear,SUBRear Naked Choke,1,2:12,Lightweight,0.0,0.0,1.0,0.0,0.0
Angela Hill,Jodie Esquibel,0,0,117,57,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Angela Hill,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Dhiego Lima,Court McGee,0,1,65,65,0,0,0,0,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",WIN,Dhiego Lima,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Alistair Overeem,Aleksei Oleinik,1,0,29,38,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Alistair Overeem,KO/TKOKnee,KO/TKOKnee,1,4:45,Heavyweight,0.0,0.0,0.0,0.0,0.0
Islam Makhachev,Arman Tsarukyan,0,0,14,13,4,1,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Islam Makhachev,U-DEC,U-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Sergei Pavlovich,Marcelo Golm,1,0,17,5,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Sergei Pavlovich,KO/TKOPunches,KO/TKOPunches,1,1:06,Heavyweight,0.0,0.0,1.0,0.0,0.0
Antonina Shevchenko,Roxanne Modafferi,0,0,64,33,0,5,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Roxanne Modafferi,S-DEC,S-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Krzysztof Jotko,Alen Amedovski,0,0,43,6,4,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Krzysztof Jotko,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
SeungWoo Choi,Movsar Evloev,0,0,26,50,0,5,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Movsar Evloev,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Sultan Aliev,Keita Nakamura,0,0,25,29,2,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Sultan Aliev,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Alex Da Silva,Alexander Yakovlev,0,0,8,14,1,1,0,1,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Alexander Yakovlev,SUBSchultz,SUBSchultz Front Headlock,2,3:10,Lightweight,0.0,0.0,0.0,0.0,0.0
Shamil Abdurakhimov,Marcin Tybura,1,0,36,28,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Shamil Abdurakhimov,KO/TKOPunches,KO/TKOPunches,2,3:15,Heavyweight,0.0,0.0,0.0,0.0,0.0
Gadzhimurad Antigulov,Michal Oleksiejczuk,0,3,6,8,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Michal Oleksiejczuk,KO/TKOPunch,KO/TKOPunch,1,0:44,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Magomed Mustafaev,Rafael Fiziev,1,0,10,1,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",WIN,Magomed Mustafaev,KO/TKOSpinning,KO/TKOSpinning Back Kick,1,1:26,Lightweight,0.0,0.0,1.0,0.0,0.0
Max Holloway,Dustin Poirier,0,0,181,178,0,1,1,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Dustin Poirier,U-DEC,U-DEC,5,5:00,Lightweight,1.0,1.0,0.0,0.0,0.0
Israel Adesanya,Kelvin Gastelum,4,0,109,91,0,1,2,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Israel Adesanya,U-DEC,U-DEC,5,5:00,Middleweight,1.0,1.0,0.0,0.0,0.0
Eryk Anders,Khalil Rountree Jr.,0,4,16,79,0,0,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Khalil Rountree Jr.,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Dwight Grant,Alan Jouban,0,0,38,24,0,1,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Dwight Grant,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Ovince Saint Preux,Nikita Krylov,0,0,4,27,3,1,0,2,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Nikita Krylov,SUBRear,SUBRear Naked Choke,2,2:30,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Jalin Turner,Matt Frevola,0,0,35,31,0,4,1,2,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Matt Frevola,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Wilson Reis,Alexandre Pantoja,0,1,1,23,1,0,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Alexandre Pantoja,KO/TKOPunch,KO/TKOPunch,1,2:58,Flyweight,0.0,0.0,0.0,0.0,0.0
Zelim Imadaev,Max Griffin,0,0,64,47,0,6,0,3,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Max Griffin,M-DEC,M-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Boston Salmon,Khalid Taha,0,1,0,5,0,0,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Khalid Taha,KO/TKOPunch,KO/TKOPunch,1,0:25,Bantamweight,0.0,0.0,0.0,0.0,0.0
Belal Muhammad,Curtis Millender,0,0,47,48,2,0,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Belal Muhammad,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Montel Jackson,Andre Soukhamthath,0,0,64,30,3,1,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Montel Jackson,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Lauren Mueller,Poliana Botelho,0,0,47,47,0,2,0,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Poliana Botelho,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Brandon Davis,Randy Costa,0,0,35,46,0,0,1,0,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",WIN,Brandon Davis,SUBRear,SUBRear Naked Choke,2,1:12,Bantamweight,0.0,0.0,0.0,0.0,0.0
Justin Gaethje,Edson Barboza,1,0,20,13,0,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Justin Gaethje,KO/TKOPunch,KO/TKOPunch,1,2:30,Lightweight,0.0,1.0,0.0,0.0,0.0
Jack Hermansson,David Branch,0,0,3,1,1,0,1,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Jack Hermansson,SUBGuillotine,SUBGuillotine Choke,1,0:49,Middleweight,0.0,0.0,1.0,0.0,0.0
Josh Emmett,Michael Johnson,1,0,22,24,0,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Josh Emmett,KO/TKOPunch,KO/TKOPunch,3,4:14,Featherweight,0.0,0.0,0.0,0.0,0.0
Michelle Waterson-Gomez,Karolina Kowalkiewicz,0,0,64,57,2,0,1,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Michelle Waterson-Gomez,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Paul Craig,Kennedy Nzechukwu,0,0,25,40,1,0,2,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Paul Craig,SUBTriangle,SUBTriangle Choke,3,4:20,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Sheymon Moraes,Sodiq Yusuff,0,1,54,73,0,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Sodiq Yusuff,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Jessica Aguilar,Marina Rodriguez,0,1,50,118,0,0,1,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Marina Rodriguez,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Desmond Green,Ross Pearson,1,0,25,12,1,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Desmond Green,KO/TKOPunches,KO/TKOPunches,1,2:52,Lightweight,0.0,0.0,0.0,0.0,0.0
Enrique Barzola,Kevin Aguilar,0,0,52,58,0,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Kevin Aguilar,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Kevin Holland,Gerald Meerschaert,0,0,27,10,1,6,2,4,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Kevin Holland,S-DEC,S-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Casey Kenney,Ray Borg,0,0,32,17,2,7,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Casey Kenney,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Maryna Moroz,Sabina Mazo,0,0,56,64,1,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Maryna Moroz,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Alex Perez,Mark De La Rosa,0,0,60,26,2,0,0,0,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",WIN,Alex Perez,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Stephen Thompson,Anthony Pettis,0,1,47,32,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Anthony Pettis,KO/TKOPunch,KO/TKOPunch,2,4:55,Welterweight,0.0,0.0,1.0,0.0,0.0
Curtis Blaydes,Justin Willis,0,0,22,2,7,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Curtis Blaydes,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
John Makdessi,Jesus Pinedo,0,0,73,37,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,John Makdessi,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Jussier Formiga,Deiveson Figueiredo,0,0,26,14,3,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Jussier Formiga,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Steven Peterson,Luis Pena,0,0,34,52,4,1,1,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Luis Pena,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Maycee Barber,JJ Aldrich,0,0,55,25,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Maycee Barber,KO/TKOPunches,KO/TKOPunches,2,3:01,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Bobby Moffett,Bryce Mitchell,0,0,9,17,5,0,2,2,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Bryce Mitchell,U-DEC,U-DEC,3,5:00,Featherweight,0.0,1.0,0.0,0.0,0.0
Marlon Vera,Frankie Saenz,1,0,12,4,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Marlon Vera,KO/TKOPunch,KO/TKOPunch,1,1:25,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jennifer Maia,Alexis Davis,0,0,60,72,0,1,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Jennifer Maia,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Randa Markos,Angela Hill,0,0,13,2,1,0,1,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Randa Markos,SUBArmbar,SUBArmbar,1,4:24,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Chris Gutierrez,Ryan MacDonald,0,0,69,15,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Chris Gutierrez,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jordan Espinosa,Eric Shelton,0,0,47,25,1,0,0,0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",WIN,Jordan Espinosa,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Darren Till,Jorge Masvidal,1,1,21,35,1,1,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Jorge Masvidal,KO/TKOPunch,KO/TKOPunch,2,3:05,Welterweight,0.0,1.0,1.0,0.0,0.0
Leon Edwards,Gunnar Nelson,1,0,31,9,2,3,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Leon Edwards,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Dominick Reyes,Volkan Oezdemir,0,0,44,35,0,1,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Dominick Reyes,S-DEC,S-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Jose Quinonez,Nathaniel Wood,0,0,34,30,1,2,0,2,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Nathaniel Wood,SUBRear,SUBRear Naked Choke,2,2:46,Bantamweight,0.0,0.0,0.0,0.0,0.0
Danny Roberts,Claudio Silva,0,0,26,19,0,3,0,4,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Claudio Silva,SUBArmbar,SUBArmbar,3,2:37,Welterweight,0.0,0.0,0.0,0.0,0.0
Jack Marshman,John Phillips,0,1,31,32,0,0,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Jack Marshman,S-DEC,S-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Jordan Rinaldi,Arnold Allen,0,1,30,37,0,0,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Arnold Allen,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Marc Diakiese,Joe Duffy,1,0,63,15,3,1,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Marc Diakiese,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Nicolae Negumereanu,Saparbeg Safarov,0,0,11,70,0,3,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Saparbeg Safarov,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Dan Ige,Danny Henry,1,0,10,4,1,0,1,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Dan Ige,SUBRear,SUBRear Naked Choke,1,1:17,Featherweight,0.0,0.0,1.0,0.0,0.0
Priscila Cachoeira,Molly McCann,0,0,75,107,0,2,0,2,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Molly McCann,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Mike Grundy,Nad Narimani,1,0,33,22,1,0,0,0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",WIN,Mike Grundy,KO/TKOPunches,KO/TKOPunches,2,4:42,Featherweight,0.0,0.0,0.0,0.0,0.0
Derrick Lewis,Junior Dos Santos,0,1,7,29,0,0,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Junior Dos Santos,KO/TKOPunches,KO/TKOPunches,2,1:58,Heavyweight,0.0,1.0,0.0,0.0,0.0
